m,TagName,
"2012-10-01 00:00:00","perl","686"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13624"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6277"
"2012-11-01 00:00:00","c#","12239"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12357"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11817"
"2012-11-01 00:00:00","python","6397"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12436"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10959"
"2012-12-01 00:00:00","c","2569"
"2012-12-01 00:00:00","python","5761"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5684"
"2012-12-01 00:00:00","javascript","11745"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11098"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13728"
"2013-01-01 00:00:00","c#","12765"
"2013-01-01 00:00:00","c","2907"
"2013-01-01 00:00:00","c++","6041"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6579"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13795"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12898"
"2013-01-01 00:00:00","ruby","2308"
"2013-02-01 00:00:00","php","12578"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6069"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6729"
"2013-02-01 00:00:00","c","3095"
"2013-02-01 00:00:00","javascript","13630"
"2013-02-01 00:00:00","perl","749"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13711"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15927"
"2013-03-01 00:00:00","c#","14240"
"2013-03-01 00:00:00","c","3442"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7187"
"2013-03-01 00:00:00","php","14172"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15309"
"2013-03-01 00:00:00","python","7636"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13896"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7939"
"2013-04-01 00:00:00","c++","7137"
"2013-04-01 00:00:00","java","16248"
"2013-04-01 00:00:00","assembly","333"
"2013-04-01 00:00:00","c","3532"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15342"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13459"
"2013-05-01 00:00:00","javascript","15067"
"2013-05-01 00:00:00","java","15307"
"2013-05-01 00:00:00","c#","13489"
"2013-05-01 00:00:00","c","3198"
"2013-05-01 00:00:00","php","13166"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6847"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7814"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13967"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12814"
"2013-06-01 00:00:00","c","2947"
"2013-06-01 00:00:00","c++","6201"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7607"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14640"
"2013-06-01 00:00:00","php","12788"
"2013-06-01 00:00:00","ruby","2225"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6583"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14204"
"2013-07-01 00:00:00","php","14404"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3028"
"2013-07-01 00:00:00","python","8631"
"2013-07-01 00:00:00","javascript","16861"
"2013-07-01 00:00:00","perl","957"
"2013-07-01 00:00:00","java","15236"
"2013-07-01 00:00:00","ruby","2447"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16886"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3012"
"2013-08-01 00:00:00","c#","13877"
"2013-08-01 00:00:00","java","15100"
"2013-08-01 00:00:00","php","14416"
"2013-08-01 00:00:00","c++","6262"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7953"
"2013-08-01 00:00:00","r","1924"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2487"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16319"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","291"
"2013-09-01 00:00:00","php","14338"
"2013-09-01 00:00:00","c++","6571"
"2013-09-01 00:00:00","c#","13786"
"2013-09-01 00:00:00","c","3402"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17762"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","688"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7980"
"2013-09-01 00:00:00","r","1716"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7989"
"2013-10-01 00:00:00","java","18778"
"2013-10-01 00:00:00","c#","15227"
"2013-10-01 00:00:00","delphi","523"
"2013-10-01 00:00:00","javascript","19798"
"2013-10-01 00:00:00","c","4244"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2096"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15421"
"2013-10-01 00:00:00","python","9517"
"2013-11-01 00:00:00","java","18818"
"2013-11-01 00:00:00","c#","14623"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18569"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8157"
"2013-11-01 00:00:00","c","4299"
"2013-11-01 00:00:00","php","15004"
"2013-11-01 00:00:00","python","9515"
"2013-11-01 00:00:00","ruby","2577"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7028"
"2013-12-01 00:00:00","c","3504"
"2013-12-01 00:00:00","java","17513"
"2013-12-01 00:00:00","c#","13648"
"2013-12-01 00:00:00","python","8482"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18092"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2451"
"2013-12-01 00:00:00","php","14537"
"2014-01-01 00:00:00","php","16915"
"2014-01-01 00:00:00","c#","15364"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7707"
"2014-01-01 00:00:00","python","9856"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21185"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18737"
"2014-01-01 00:00:00","ruby","2770"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21219"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3978"
"2014-02-01 00:00:00","c#","15143"
"2014-02-01 00:00:00","java","19336"
"2014-02-01 00:00:00","php","16666"
"2014-02-01 00:00:00","c++","7701"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","797"
"2014-02-01 00:00:00","python","9925"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2613"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16212"
"2014-03-01 00:00:00","python","11440"
"2014-03-01 00:00:00","c++","8683"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22027"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4570"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22708"
"2014-03-01 00:00:00","php","18450"
"2014-03-01 00:00:00","ruby","2951"
"2014-03-01 00:00:00","r","2815"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4020"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15365"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20964"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21504"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17828"
"2014-04-01 00:00:00","c++","8146"
"2014-04-01 00:00:00","python","10793"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2750"
"2014-05-01 00:00:00","java","18026"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3272"
"2014-05-01 00:00:00","python","9280"
"2014-05-01 00:00:00","c++","6805"
"2014-05-01 00:00:00","c#","13942"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19875"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14875"
"2014-06-01 00:00:00","java","15967"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18356"
"2014-06-01 00:00:00","python","8934"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12541"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5683"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13127"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","ruby","2340"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20188"
"2014-07-01 00:00:00","c++","6287"
"2014-07-01 00:00:00","c#","13715"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17427"
"2014-07-01 00:00:00","c","2843"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14371"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9940"
"2014-07-01 00:00:00","r","2641"
"2014-07-01 00:00:00","ruby","2564"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15775"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12522"
"2014-08-01 00:00:00","c","2680"
"2014-08-01 00:00:00","c++","5889"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9132"
"2014-08-01 00:00:00","javascript","18513"
"2014-08-01 00:00:00","r","2478"
"2014-08-01 00:00:00","php","13278"
"2014-08-01 00:00:00","swift","1703"
"2014-08-01 00:00:00","ruby","2475"
"2014-09-01 00:00:00","c#","12342"
"2014-09-01 00:00:00","assembly","286"
"2014-09-01 00:00:00","c++","6212"
"2014-09-01 00:00:00","python","8792"
"2014-09-01 00:00:00","java","16746"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3237"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18170"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2281"
"2014-09-01 00:00:00","php","13440"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12581"
"2014-10-01 00:00:00","javascript","18949"
"2014-10-01 00:00:00","java","17936"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6849"
"2014-10-01 00:00:00","php","13687"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3807"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9591"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2781"
"2014-11-01 00:00:00","java","17895"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11897"
"2014-11-01 00:00:00","c++","6576"
"2014-11-01 00:00:00","python","9589"
"2014-11-01 00:00:00","c","3679"
"2014-11-01 00:00:00","ruby","2117"
"2014-11-01 00:00:00","javascript","18025"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","swift","2565"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13113"
"2014-11-01 00:00:00","r","2709"
"2014-12-01 00:00:00","c++","6092"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11104"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12428"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9056"
"2014-12-01 00:00:00","c","3158"
"2014-12-01 00:00:00","javascript","17037"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16428"
"2014-12-01 00:00:00","swift","2495"
"2014-12-01 00:00:00","r","2361"
"2015-01-01 00:00:00","javascript","18569"
"2015-01-01 00:00:00","c","3215"
"2015-01-01 00:00:00","c#","11778"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16570"
"2015-01-01 00:00:00","c++","6143"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13702"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9699"
"2015-01-01 00:00:00","r","2694"
"2015-01-01 00:00:00","ruby","2433"
"2015-01-01 00:00:00","swift","3059"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16796"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13596"
"2015-02-01 00:00:00","c","3373"
"2015-02-01 00:00:00","c++","6487"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11814"
"2015-02-01 00:00:00","python","10223"
"2015-02-01 00:00:00","javascript","18721"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3244"
"2015-03-01 00:00:00","assembly","389"
"2015-03-01 00:00:00","javascript","20587"
"2015-03-01 00:00:00","c","3921"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","642"
"2015-03-01 00:00:00","c#","13291"
"2015-03-01 00:00:00","java","19821"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15008"
"2015-03-01 00:00:00","python","11635"
"2015-03-01 00:00:00","r","3568"
"2015-03-01 00:00:00","c++","7404"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3604"
"2015-04-01 00:00:00","php","15055"
"2015-04-01 00:00:00","java","19861"
"2015-04-01 00:00:00","c++","7157"
"2015-04-01 00:00:00","c","3956"
"2015-04-01 00:00:00","javascript","20958"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13109"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11471"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2507"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4027"
"2015-04-01 00:00:00","r","3330"
"2015-05-01 00:00:00","java","18584"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6829"
"2015-05-01 00:00:00","javascript","22207"
"2015-05-01 00:00:00","assembly","371"
"2015-05-01 00:00:00","c#","13379"
"2015-05-01 00:00:00","python","11242"
"2015-05-01 00:00:00","c","3529"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14651"
"2015-05-01 00:00:00","ruby","2509"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3812"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22669"
"2015-06-01 00:00:00","perl","581"
"2015-06-01 00:00:00","java","17889"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13552"
"2015-06-01 00:00:00","r","3436"
"2015-06-01 00:00:00","c","3173"
"2015-06-01 00:00:00","python","11830"
"2015-06-01 00:00:00","php","14449"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6529"
"2015-06-01 00:00:00","ruby","2580"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18735"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14147"
"2015-07-01 00:00:00","c++","6718"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2819"
"2015-07-01 00:00:00","php","15461"
"2015-07-01 00:00:00","javascript","24026"
"2015-07-01 00:00:00","perl","581"
"2015-07-01 00:00:00","swift","5157"
"2015-07-01 00:00:00","python","12344"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13248"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11243"
"2015-08-01 00:00:00","c++","5885"
"2015-08-01 00:00:00","java","17120"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2581"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22195"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","555"
"2015-08-01 00:00:00","swift","5095"
"2015-08-01 00:00:00","php","14309"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","466"
"2015-09-01 00:00:00","javascript","21436"
"2015-09-01 00:00:00","java","16979"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12929"
"2015-09-01 00:00:00","r","3332"
"2015-09-01 00:00:00","python","10986"
"2015-09-01 00:00:00","php","13568"
"2015-09-01 00:00:00","c++","5920"
"2015-09-01 00:00:00","ruby","2165"
"2015-09-01 00:00:00","swift","4563"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18582"
"2015-10-01 00:00:00","c","3682"
"2015-10-01 00:00:00","c#","12809"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7057"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12513"
"2015-10-01 00:00:00","perl","501"
"2015-10-01 00:00:00","javascript","21856"
"2015-10-01 00:00:00","r","3686"
"2015-10-01 00:00:00","ruby","2195"
"2015-10-01 00:00:00","php","13973"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17813"
"2015-11-01 00:00:00","javascript","21308"
"2015-11-01 00:00:00","python","12317"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3620"
"2015-11-01 00:00:00","c++","7101"
"2015-11-01 00:00:00","c#","12402"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13385"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4328"
"2015-12-01 00:00:00","java","16582"
"2015-12-01 00:00:00","c#","12163"
"2015-12-01 00:00:00","c++","6567"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21123"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3091"
"2015-12-01 00:00:00","php","13820"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3182"
"2015-12-01 00:00:00","python","11669"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4385"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16661"
"2016-01-01 00:00:00","c#","12375"
"2016-01-01 00:00:00","c","3052"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6104"
"2016-01-01 00:00:00","php","14626"
"2016-01-01 00:00:00","perl","448"
"2016-01-01 00:00:00","ruby","2147"
"2016-01-01 00:00:00","javascript","22548"
"2016-01-01 00:00:00","python","12372"
"2016-01-01 00:00:00","swift","4798"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12748"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13271"
"2016-02-01 00:00:00","c++","6568"
"2016-02-01 00:00:00","java","17876"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3279"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22504"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14968"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19947"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13630"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3457"
"2016-03-01 00:00:00","r","4048"
"2016-03-01 00:00:00","python","14092"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24126"
"2016-03-01 00:00:00","php","15186"
"2016-03-01 00:00:00","c++","7037"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5086"
"2016-04-01 00:00:00","assembly","411"
"2016-04-01 00:00:00","c#","13732"
"2016-04-01 00:00:00","python","13694"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19511"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6907"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","495"
"2016-04-01 00:00:00","javascript","23479"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14512"
"2016-04-01 00:00:00","r","4130"
"2016-04-01 00:00:00","swift","4768"
"2016-05-01 00:00:00","javascript","23028"
"2016-05-01 00:00:00","c#","13519"
"2016-05-01 00:00:00","c","2724"
"2016-05-01 00:00:00","python","13137"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17061"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6141"
"2016-05-01 00:00:00","php","14496"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","487"
"2016-05-01 00:00:00","swift","4439"
"2016-06-01 00:00:00","java","15936"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13686"
"2016-06-01 00:00:00","c","2304"
"2016-06-01 00:00:00","c#","13077"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5727"
"2016-06-01 00:00:00","javascript","22172"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12929"
"2016-06-01 00:00:00","swift","4809"
"2016-07-01 00:00:00","c++","5478"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12018"
"2016-07-01 00:00:00","java","14964"
"2016-07-01 00:00:00","javascript","22223"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1903"
"2016-07-01 00:00:00","php","12956"
"2016-07-01 00:00:00","swift","4947"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12850"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12929"
"2016-08-01 00:00:00","java","15197"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22691"
"2016-08-01 00:00:00","c","2218"
"2016-08-01 00:00:00","c#","12732"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5023"
"2016-08-01 00:00:00","php","12920"
"2016-08-01 00:00:00","swift","4914"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14698"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c#","11116"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2514"
"2016-09-01 00:00:00","php","12185"
"2016-09-01 00:00:00","python","12363"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20467"
"2016-09-01 00:00:00","r","3302"
"2016-09-01 00:00:00","c++","5151"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4878"
"2016-10-01 00:00:00","php","12296"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11465"
"2016-10-01 00:00:00","c++","5982"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3215"
"2016-10-01 00:00:00","python","13518"
"2016-10-01 00:00:00","javascript","20463"
"2016-10-01 00:00:00","java","15357"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4736"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3271"
"2016-11-01 00:00:00","c#","11662"
"2016-11-01 00:00:00","javascript","20537"
"2016-11-01 00:00:00","python","14203"
"2016-11-01 00:00:00","assembly","413"
"2016-11-01 00:00:00","delphi","273"
